objectid,Class,Name,,,,,,,,,,,,,,,,,,,,,,,,,
421,1,1830 The Game of Railroads and Robber Barons,,,,,,,,,,,,,,,,,,,,,,,,,
422,4,1835,,,,,,,,,,,,,,,,,,,,,,,,,
423,4,1856 Railroading in Upper Canada from 1856,,,,,,,,,,,,,,,,,,,,,,,,,
424,4,1870 Railroading across the Trans Mississippi from 1870,,,,,,,,,,,,,,,,,,,,,,,,,
425,5,Thunder's Edge,,,,,,,,,,,,,,,,,,,,,,,,,
426,2,The Battle of the Bulge,,,,,,,,,,,,,,,,,,,,,,,,,
427,5,Grass,,,,,,,,,,,,,,,,,,,,,,,,,
428,5,Galopp Royal,,,,,,,,,,,,,,,,,,,,,,,,,
429,5,Magalon,,,,,,,,,,,,,,,,,,,,,,,,,
430,5,Asterix The Card Game,,,,,,,,,,,,,,,,,,,,,,,,,
431,4,Alhambra The Card Game,,,,,,,,,,,,,,,,,,,,,,,,,
432,3,Take 6!,,,,,,,,,,,,,,,,,,,,,,,,,
433,4,Shark,,,,,,,,,,,,,,,,,,,,,,,,,
434,5,Yucata',,,,,,,,,,,,,,,,,,,,,,,,,
436,5,Canyon,,,,,,,,,,,,,,,,,,,,,,,,,
437,5,Master Labyrinth,,,,,,,,,,,,,,,,,,,,,,,,,
438,3,Scotland Yard,,,,,,,,,,,,,,,,,,,,,,,,,
440,5,Zoff in Buffalo,,,,,,,,,,,,,,,,,,,,,,,,,
441,5,Filthy Rich,,,,,,,,,,,,,,,,,,,,,,,,,
442,5,Um Reifenbreite,,,,,,,,,,,,,,,,,,,,,,,,,
443,5,Code 777,,,,,,,,,,,,,,,,,,,,,,,,,
444,5,Midnight Party,,,,,,,,,,,,,,,,,,,,,,,,,
445,5,Die Osterinsel,,,,,,,,,,,,,,,,,,,,,,,,,
446,5,Avalanche,,,,,,,,,,,,,,,,,,,,,,,,,
449,2,The Great Balloon Race,,,,,,,,,,,,,,,,,,,,,,,,,
450,5,Octi Extreme,,,,,,,,,,,,,,,,,,,,,,,,,
451,5,Beutelschneider,,,,,,,,,,,,,,,,,,,,,,,,,
452,5,Mummy Rummy,,,,,,,,,,,,,,,,,,,,,,,,,
453,4,La Isla Bohnit\u00e2,,,,,,,,,,,,,,,,,,,,,,,,,
454,5,Tante Tarantel,,,,,,,,,,,,,,,,,,,,,,,,,
455,5,Am Fuß des Kilimandscharo,,,,,,,,,,,,,,,,,,,,,,,,,
457,5,Jumbo Grand Prix,,,,,,,,,,,,,,,,,,,,,,,,,
458,0,Sherlock Holmes The Card Game,,,,,,,,,,,,,,,,,,,,,,,,,
459,5,Ausgebremst,,,,,,,,,,,,,,,,,,,,,,,,,
460,5,Railway Rivals,,,,,,,,,,,,,,,,,,,,,,,,,
461,5,Freibeuter,,,,,,,,,,,,,,,,,,,,,,,,,
462,5,Esels-Rennen,,,,,,,,,,,,,,,,,,,,,,,,,
463,3,Magic The Gathering  White Planeswalkers Ajani Goldmane,,,,,,,,,,,,,,,,,,,,,,,,,
464,5,High Tail It!,,,,,,,,,,,,,,,,,,,,,,,,,
465,5,Zankapfel,,,,,,,,,,,,,,,,,,,,,,,,,
466,0,Inkognito (2013),,,,,,,,,,,,,,,,,,,,,,,,,
467,4,Bohnanza Erweiterungs-Set,,,,,,,,,,,,,,,,,,,,,,,,,
468,5,Dump,,,,,,,,,,,,,,,,,,,,,,,,,
469,5,In Teufels Kücche,,,,,,,,,,,,,,,,,,,,,,,,,
470,5,Road to the White House,,,,,,,,,,,,,,,,,,,,,,,,,
471,5,Totem,,,,,,,,,,,,,,,,,,,,,,,,,
472,3,DungeonQuest,,,,,,,,,,,,,,,,,,,,,,,,,
473,5,Olé!,,,,,,,,,,,,,,,,,,,,,,,,,
474,4,Cold War,,,,,,,,,,,,,,,,,,,,,,,,,
475,4,Taj Mahal,,,,,,,,,,,,,,,,,,,,,,,,,
476,5,Mr. President,,,,,,,,,,,,,,,,,,,,,,,,,
477,4,The Broadway Game,,,,,,,,,,,,,,,,,,,,,,,,,
478,1,Citadels Classic,,,,,,,,,,,,,,,,,,,,,,,,,
479,5,Bambuti,,,,,,,,,,,,,,,,,,,,,,,,,
480,5,Age of Arguments,,,,,,,,,,,,,,,,,,,,,,,,,
481,3,Carolvs Magnvs,,,,,,,,,,,,,,,,,,,,,,,,,
482,5,Sky Runner,,,,,,,,,,,,,,,,,,,,,,,,,
483,4,Diplomacy,,,,,,,,,,,,,,,,,,,,,,,,,
484,3,Stratego Legends The Shattered Lands,,,,,,,,,,,,,,,,,,,,,,,,,
485,5,Galloping Pigs,,,,,,,,,,,,,,,,,,,,,,,,,
486,5,Pippo,,,,,,,,,,,,,,,,,,,,,,,,,
487,2,Power the Game,,,,,,,,,,,,,,,,,,,,,,,,,
488,5,Stake Your Claim,,,,,,,,,,,,,,,,,,,,,,,,,
489,5,Pacal,,,,,,,,,,,,,,,,,,,,,,,,,
490,2,Warangel,,,,,,,,,,,,,,,,,,,,,,,,,
491,4,Web of Power,,,,,,,,,,,,,,,,,,,,,,,,,
492,4,Aladdin's Dragons,,,,,,,,,,,,,,,,,,,,,,,,,
494,4,Ave Caesar,,,,,,,,,,,,,,,,,,,,,,,,,
495,5,Time Pirates,,,,,,,,,,,,,,,,,,,,,,,,,
496,5,Dilemma,,,,,,,,,,,,,,,,,,,,,,,,,
497,5,Vampire,,,,,,,,,,,,,,,,,,,,,,,,,
498,5,Sufferin' Spirits,,,,,,,,,,,,,,,,,,,,,,,,,
499,5,Arbos Das Baumspiel,,,,,,,,,,,,,,,,,,,,,,,,,
500,5,MARK,,,,,,,,,,,,,,,,,,,,,,,,,
501,5,Dschungelrennen,,,,,,,,,,,,,,,,,,,,,,,,,
502,5,Bretonenboule,,,,,,,,,,,,,,,,,,,,,,,,,
503,4,Through the Desert,,,,,,,,,,,,,,,,,,,,,,,,,
504,5,Die Verbotene Stadt,,,,,,,,,,,,,,,,,,,,,,,,,
505,5,Goldener Drache,,,,,,,,,,,,,,,,,,,,,,,,,
506,5,The Big Cheese,,,,,,,,,,,,,,,,,,,,,,,,,
507,4,Cartel,,,,,,,,,,,,,,,,,,,,,,,,,
508,2,Blue Max,,,,,,,,,,,,,,,,,,,,,,,,,
509,5,The Reef,,,,,,,,,,,,,,,,,,,,,,,,,
510,5,Eschnapur,,,,,,,,,,,,,,,,,,,,,,,,,
511,4,Silverton,,,,,,,,,,,,,,,,,,,,,,,,,
512,5,Holiday!,,,,,,,,,,,,,,,,,,,,,,,,,
513,3,WarChest,,,,,,,,,,,,,,,,,,,,,,,,,
514,0,True Colors,,,,,,,,,,,,,,,,,,,,,,,,,
515,5,6-Tage Rennen,,,,,,,,,,,,,,,,,,,,,,,,,
517,2,Shark Bait,,,,,,,,,,,,,,,,,,,,,,,,,
518,5,Cat vs. Mouse,,,,,,,,,,,,,,,,,,,,,,,,,
519,5,Mush,,,,,,,,,,,,,,,,,,,,,,,,,
520,2,Axis & Allies Europe,,,,,,,,,,,,,,,,,,,,,,,,,
521,5,crokinole,,,,,,,,,,,,,,,,,,,,,,,,,
524,5,Digging,,,,,,,,,,,,,,,,,,,,,,,,,
525,5,Pisa,,,,,,,,,,,,,,,,,,,,,,,,,
526,5,Abalone Classic,,,,,,,,,,,,,,,,,,,,,,,,,
527,5,GIPF mini,,,,,,,,,,,,,,,,,,,,,,,,,
528,5,ZÈRTZ,,,,,,,,,,,,,,,,,,,,,,,,,
529,5,Charlemagne,,,,,,,,,,,,,,,,,,,,,,,,,
530,5,Entenrallye,,,,,,,,,,,,,,,,,,,,,,,,,
531,4,Merchants of Amsterdam,,,,,,,,,,,,,,,,,,,,,,,,,
533,5,Labyrinth The Card Game,,,,,,,,,,,,,,,,,,,,,,,,,
534,5,N.Y. Chase,,,,,,,,,,,,,,,,,,,,,,,,,
535,5,Power Barons,,,,,,,,,,,,,,,,,,,,,,,,,
536,0,Visionary,,,,,,,,,,,,,,,,,,,,,,,,,
537,5,Ice Blocks,,,,,,,,,,,,,,,,,,,,,,,,,
538,4,Manager,,,,,,,,,,,,,,,,,,,,,,,,,
539,4,Dampfross,,,,,,,,,,,,,,,,,,,,,,,,,
540,5,Sisimizi,,,,,,,,,,,,,,,,,,,,,,,,,
541,5,Das Motorsportspiel DTM Nücrburgring,,,,,,,,,,,,,,,,,,,,,,,,,
542,0,Democrazy,,,,,,,,,,,,,,,,,,,,,,,,,
545,5,Kaleidos,,,,,,,,,,,,,,,,,,,,,,,,,
547,5,Flohzirkus,,,,,,,,,,,,,,,,,,,,,,,,,
548,2,Buck Rogers Battle for the 25th Century Game,,,,,,,,,,,,,,,,,,,,,,,,,
549,2,Aerodrome,,,,,,,,,,,,,,,,,,,,,,,,,
550,0,Barbarossa,,,,,,,,,,,,,,,,,,,,,,,,,
551,3,Battle Cry,,,,,,,,,,,,,,,,,,,,,,,,,
552,4,Bus,,,,,,,,,,,,,,,,,,,,,,,,,
553,5,Chez Geek House Party edition,,,,,,,,,,,,,,,,,,,,,,,,,
554,4,La Città,,,,,,,,,,,,,,,,,,,,,,,,,
555,4,The Princes of Florence,,,,,,,,,,,,,,,,,,,,,,,,,
556,5,Zoo Party,,,,,,,,,,,,,,,,,,,,,,,,,
557,5,Laguna,,,,,,,,,,,,,,,,,,,,,,,,,
558,4,Der weiße Lotus,,,,,,,,,,,,,,,,,,,,,,,,,
559,4,Metro,,,,,,,,,,,,,,,,,,,,,,,,,
561,5,Flußpiraten,,,,,,,,,,,,,,,,,,,,,,,,,
562,5,Silberzwerg,,,,,,,,,,,,,,,,,,,,,,,,,
563,0,Doolittle & Waite,,,,,,,,,,,,,,,,,,,,,,,,,
564,5,Die Seidenstraße,,,,,,,,,,,,,,,,,,,,,,,,,
565,5,Port Royal,,,,,,,,,,,,,,,,,,,,,,,,,
566,5,Wongar,,,,,,,,,,,,,,,,,,,,,,,,,
567,0,Quartier Latin,,,,,,,,,,,,,,,,,,,,,,,,,
568,5,Rage,,,,,,,,,,,,,,,,,,,,,,,,,
569,5,Maestro,,,,,,,,,,,,,,,,,,,,,,,,,
570,5,Terrain Game,,,,,,,,,,,,,,,,,,,,,,,,,
571,5,Papua,,,,,,,,,,,,,,,,,,,,,,,,,
572,3,Battle Cattle,,,,,,,,,,,,,,,,,,,,,,,,,
573,5,Grand Prix,,,,,,,,,,,,,,,,,,,,,,,,,
574,5,Formel Fun,,,,,,,,,,,,,,,,,,,,,,,,,
575,4,Das Kollier,,,,,,,,,,,,,,,,,,,,,,,,,
576,4,Illuminati Y2K,,,,,,,,,,,,,,,,,,,,,,,,,
577,5,Parts Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
578,5,Protzen,,,,,,,,,,,,,,,,,,,,,,,,,
579,2,Field of Fire,,,,,,,,,,,,,,,,,,,,,,,,,
581,5,Tile Chess,,,,,,,,,,,,,,,,,,,,,,,,,
582,2,Kampf um Rom,,,,,,,,,,,,,,,,,,,,,,,,,
583,4,The El Grande Expansions,,,,,,,,,,,,,,,,,,,,,,,,,
585,5,Kardinal,,,,,,,,,,,,,,,,,,,,,,,,,
586,3,Up Front,,,,,,,,,,,,,,,,,,,,,,,,,
587,5,Sumera,,,,,,,,,,,,,,,,,,,,,,,,,
589,3,Wiz-War,,,,,,,,,,,,,,,,,,,,,,,,,
590,0,Mille Bornes,,,,,,,,,,,,,,,,,,,,,,,,,
592,0,Spades for Dummies,,,,,,,,,,,,,,,,,,,,,,,,,
593,5,Favoriten,,,,,,,,,,,,,,,,,,,,,,,,,
594,0,Sleuth,,,,,,,,,,,,,,,,,,,,,,,,,
595,5,Escape from Elba,,,,,,,,,,,,,,,,,,,,,,,,,
596,5,Trolley Car,,,,,,,,,,,,,,,,,,,,,,,,,
597,4,El Grande Grandissimo,,,,,,,,,,,,,,,,,,,,,,,,,
599,5,Stack 21,,,,,,,,,,,,,,,,,,,,,,,,,
600,5,Die Weinhändler,,,,,,,,,,,,,,,,,,,,,,,,,
601,5,Take Two,,,,,,,,,,,,,,,,,,,,,,,,,
602,5,Hollywood Poker,,,,,,,,,,,,,,,,,,,,,,,,,
603,5,Putsch,,,,,,,,,,,,,,,,,,,,,,,,,
604,5,Verrat!,,,,,,,,,,,,,,,,,,,,,,,,,
605,5,Banana Republic,,,,,,,,,,,,,,,,,,,,,,,,,
606,5,Pico 2,,,,,,,,,,,,,,,,,,,,,,,,,
607,5,Honor of the Samurai,,,,,,,,,,,,,,,,,,,,,,,,,
608,5,Siesta,,,,,,,,,,,,,,,,,,,,,,,,,
609,4,Ferkelei,,,,,,,,,,,,,,,,,,,,,,,,,
610,5,Knights of the Rainbow,,,,,,,,,,,,,,,,,,,,,,,,,
611,5,Ironman Football,,,,,,,,,,,,,,,,,,,,,,,,,
612,5,Kippit,,,,,,,,,,,,,,,,,,,,,,,,,
613,5,overboard,,,,,,,,,,,,,,,,,,,,,,,,,
614,5,Rubik's Race,,,,,,,,,,,,,,,,,,,,,,,,,
615,5,Mini Cube Fusion,,,,,,,,,,,,,,,,,,,,,,,,,
616,0,What's That on My Head?,,,,,,,,,,,,,,,,,,,,,,,,,
617,5,Alles Futsch,,,,,,,,,,,,,,,,,,,,,,,,,
618,5,MLB Showdown,,,,,,,,,,,,,,,,,,,,,,,,,
619,5,Flaschenteufel,,,,,,,,,,,,,,,,,,,,,,,,,
620,2,We the People,,,,,,,,,,,,,,,,,,,,,,,,,
621,0,In One Word,,,,,,,,,,,,,,,,,,,,,,,,,
622,5,Change!,,,,,,,,,,,,,,,,,,,,,,,,,
623,5,Swashbuckler,,,,,,,,,,,,,,,,,,,,,,,,,
624,5,Quoridor Travel,,,,,,,,,,,,,,,,,,,,,,,,,
625,4,Business,,,,,,,,,,,,,,,,,,,,,,,,,
626,2,War and Peace,,,,,,,,,,,,,,,,,,,,,,,,,
627,2,Royal Tank Corps,,,,,,,,,,,,,,,,,,,,,,,,,
629,5,Q-Turn,,,,,,,,,,,,,,,,,,,,,,,,,
630,5,Double Quick!,,,,,,,,,,,,,,,,,,,,,,,,,
631,5,Daytona 500,,,,,,,,,,,,,,,,,,,,,,,,,
632,5,Cloud 9,,,,,,,,,,,,,,,,,,,,,,,,,
633,0,Elixir,,,,,,,,,,,,,,,,,,,,,,,,,
634,5,River Dragons,,,,,,,,,,,,,,,,,,,,,,,,,
635,5,Formula Motor Racing,,,,,,,,,,,,,,,,,,,,,,,,,
636,5,Blindside,,,,,,,,,,,,,,,,,,,,,,,,,
637,5,The Stock Car Championship Racing Card Game,,,,,,,,,,,,,,,,,,,,,,,,,
638,5,Hera and Zeus,,,,,,,,,,,,,,,,,,,,,,,,,
639,5,American Megafauna,,,,,,,,,,,,,,,,,,,,,,,,,
642,5,Oodles,,,,,,,,,,,,,,,,,,,,,,,,,
643,5,Deadlands Doomtown Range Wars,,,,,,,,,,,,,,,,,,,,,,,,,
644,5,Shipwrecked,,,,,,,,,,,,,,,,,,,,,,,,,
645,5,Bosworth,,,,,,,,,,,,,,,,,,,,,,,,,
646,5,Pirate's Plunder,,,,,,,,,,,,,,,,,,,,,,,,,
647,5,Mystick Domination,,,,,,,,,,,,,,,,,,,,,,,,,
648,5,Vox Populi,,,,,,,,,,,,,,,,,,,,,,,,,
649,5,Thieves of Bagdad,,,,,,,,,,,,,,,,,,,,,,,,,
650,2,Fairy Meat,,,,,,,,,,,,,,,,,,,,,,,,,
651,5,Zero Down,,,,,,,,,,,,,,,,,,,,,,,,,
652,5,X.net,,,,,,,,,,,,,,,,,,,,,,,,,
653,5,Shit!,,,,,,,,,,,,,,,,,,,,,,,,,
655,5,Castle,,,,,,,,,,,,,,,,,,,,,,,,,
657,0,Mücnchhausen,,,,,,,,,,,,,,,,,,,,,,,,,
660,5,Riffifi,,,,,,,,,,,,,,,,,,,,,,,,,
661,5,Where's Bob's Hat?,,,,,,,,,,,,,,,,,,,,,,,,,
663,5,Siege,,,,,,,,,,,,,,,,,,,,,,,,,
664,5,Shift,,,,,,,,,,,,,,,,,,,,,,,,,
665,5,Quackshot,,,,,,,,,,,,,,,,,,,,,,,,,
666,5,Stump,,,,,,,,,,,,,,,,,,,,,,,,,
667,5,Refugium,,,,,,,,,,,,,,,,,,,,,,,,,
668,5,Sternenhimmel,,,,,,,,,,,,,,,,,,,,,,,,,
669,5,Plague & Pestilence,,,,,,,,,,,,,,,,,,,,,,,,,
670,2,Starship Troopers,,,,,,,,,,,,,,,,,,,,,,,,,
671,2,Bull Run The First Major Battle of the American Civil War,,,,,,,,,,,,,,,,,,,,,,,,,
673,5,Star Traders,,,,,,,,,,,,,,,,,,,,,,,,,
674,2,J.U.M.P. Into the Unknown,,,,,,,,,,,,,,,,,,,,,,,,,
675,5,4th Dimension,,,,,,,,,,,,,,,,,,,,,,,,,
676,5,Ninja Wars,,,,,,,,,,,,,,,,,,,,,,,,,
677,0,Zobmondo!! Would You Rather Classic Card Game,,,,,,,,,,,,,,,,,,,,,,,,,
678,5,X-it!,,,,,,,,,,,,,,,,,,,,,,,,,
679,3,Minion Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
680,5,Dune,,,,,,,,,,,,,,,,,,,,,,,,,
681,5,Winning Together,,,,,,,,,,,,,,,,,,,,,,,,,
683,5,Timeline,,,,,,,,,,,,,,,,,,,,,,,,,
684,4,Monopoly The Card Game,,,,,,,,,,,,,,,,,,,,,,,,,
685,5,Marrakesh,,,,,,,,,,,,,,,,,,,,,,,,,
686,0,Dr. Jekyll & Mr. Hyde,,,,,,,,,,,,,,,,,,,,,,,,,
687,5,Cabale,,,,,,,,,,,,,,,,,,,,,,,,,
688,2,Manchu,,,,,,,,,,,,,,,,,,,,,,,,,
689,5,Dubble Kross,,,,,,,,,,,,,,,,,,,,,,,,,
690,2,Singapore,,,,,,,,,,,,,,,,,,,,,,,,,
691,0,Tombouctou,,,,,,,,,,,,,,,,,,,,,,,,,
692,2,Wizard Kings,,,,,,,,,,,,,,,,,,,,,,,,,
695,5,Fibonacci,,,,,,,,,,,,,,,,,,,,,,,,,
696,0,The Big Idea,,,,,,,,,,,,,,,,,,,,,,,,,
697,0,Conspiracy,,,,,,,,,,,,,,,,,,,,,,,,,
698,5,Gother Than Thou The Most Pretentious Card Game Ever Made,,,,,,,,,,,,,,,,,,,,,,,,,
699,3,HeroQuest,,,,,,,,,,,,,,,,,,,,,,,,,
700,3,Battle Masters,,,,,,,,,,,,,,,,,,,,,,,,,
701,2,A House Divided War Between the States 1861-65,,,,,,,,,,,,,,,,,,,,,,,,,
702,5,Wabbit Wampage,,,,,,,,,,,,,,,,,,,,,,,,,
703,2,Roman Civil War,,,,,,,,,,,,,,,,,,,,,,,,,
704,5,Montgolfière,,,,,,,,,,,,,,,,,,,,,,,,,
705,2,Caesar in Gallia,,,,,,,,,,,,,,,,,,,,,,,,,
706,2,Frederick the Great The Campaigns of The Soldier King 1756-1759,,,,,,,,,,,,,,,,,,,,,,,,,
707,2,When Tigers Fight,,,,,,,,,,,,,,,,,,,,,,,,,
708,2,Holy War Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,
709,2,Dragons of Glory,,,,,,,,,,,,,,,,,,,,,,,,,
710,5,Tom Wham's Snits!,,,,,,,,,,,,,,,,,,,,,,,,,
711,4,Elfenroads,,,,,,,,,,,,,,,,,,,,,,,,,
712,3,Blood Bowl (Third Edition),,,,,,,,,,,,,,,,,,,,,,,,,
713,5,Nuclear War,,,,,,,,,,,,,,,,,,,,,,,,,
714,3,Talisman,,,,,,,,,,,,,,,,,,,,,,,,,
715,2,Escape from Colditz,,,,,,,,,,,,,,,,,,,,,,,,,
716,5,Pizza Party,,,,,,,,,,,,,,,,,,,,,,,,,
718,5,Galaxy The Dark Ages,,,,,,,,,,,,,,,,,,,,,,,,,
719,5,Tyranno Ex,,,,,,,,,,,,,,,,,,,,,,,,,
720,5,Fast Food Franchise,,,,,,,,,,,,,,,,,,,,,,,,,
721,3,Oregon Trail,,,,,,,,,,,,,,,,,,,,,,,,,
722,5,Over the Edge,,,,,,,,,,,,,,,,,,,,,,,,,
723,5,The Uncanny X-Men Alert Adventure Game,,,,,,,,,,,,,,,,,,,,,,,,,
724,5,Chill Black Morn Manor,,,,,,,,,,,,,,,,,,,,,,,,,
725,5,Triple Threat Baseball!,,,,,,,,,,,,,,,,,,,,,,,,,
727,2,Chinese Civil War,,,,,,,,,,,,,,,,,,,,,,,,,
728,2,The Sun Never Sets,,,,,,,,,,,,,,,,,,,,,,,,,
730,2,Breakout Normandy,,,,,,,,,,,,,,,,,,,,,,,,,
731,3,Escape from New York,,,,,,,,,,,,,,,,,,,,,,,,,
732,0,Don't Make Me Laugh Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
733,5,Don't Make Me Laugh Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
734,0,Strange But True?,,,,,,,,,,,,,,,,,,,,,,,,,
735,0,Hollywood's Reel Schpeel,,,,,,,,,,,,,,,,,,,,,,,,,
736,5,San Francisco,,,,,,,,,,,,,,,,,,,,,,,,,
738,5,Matheeno,,,,,,,,,,,,,,,,,,,,,,,,,
739,5,Ultimate Soccer of America,,,,,,,,,,,,,,,,,,,,,,,,,
740,2,Rio Grande The Battle of Valverde,,,,,,,,,,,,,,,,,,,,,,,,,
741,2,Trajan,,,,,,,,,,,,,,,,,,,,,,,,,
742,2,Germania,,,,,,,,,,,,,,,,,,,,,,,,,
744,0,Wicked Words,,,,,,,,,,,,,,,,,,,,,,,,,
745,2,War of Resistance,,,,,,,,,,,,,,,,,,,,,,,,,
746,2,The Game of France,,,,,,,,,,,,,,,,,,,,,,,,,
747,2,Bitter Woods,,,,,,,,,,,,,,,,,,,,,,,,,
748,4,Trax,,,,,,,,,,,,,,,,,,,,,,,,,
749,5,Dutch Mountains,,,,,,,,,,,,,,,,,,,,,,,,,
750,4,Shocks & Scares,,,,,,,,,,,,,,,,,,,,,,,,,
751,4,Minos,,,,,,,,,,,,,,,,,,,,,,,,,
752,3,Maul of America,,,,,,,,,,,,,,,,,,,,,,,,,
753,2,Panzerkrieg,,,,,,,,,,,,,,,,,,,,,,,,,
754,5,Domain,,,,,,,,,,,,,,,,,,,,,,,,,
755,2,Thunder at Cassino,,,,,,,,,,,,,,,,,,,,,,,,,
756,0,Black Vienna,,,,,,,,,,,,,,,,,,,,,,,,,
757,5,Lunatix Loop,,,,,,,,,,,,,,,,,,,,,,,,,
758,5,Balmy Balloonists,,,,,,,,,,,,,,,,,,,,,,,,,
759,2,Turning Point Stalingrad,,,,,,,,,,,,,,,,,,,,,,,,,
760,4,Battle Line,,,,,,,,,,,,,,,,,,,,,,,,,
761,5,The Great Brain Robbery,,,,,,,,,,,,,,,,,,,,,,,,,
762,5,Formula C Minus,,,,,,,,,,,,,,,,,,,,,,,,,
764,5,Mad Gab,,,,,,,,,,,,,,,,,,,,,,,,,
765,5,Space Walk,,,,,,,,,,,,,,,,,,,,,,,,,
766,5,Regatta,,,,,,,,,,,,,,,,,,,,,,,,,
767,5,Keywood,,,,,,,,,,,,,,,,,,,,,,,,,
768,5,Keytown,,,,,,,,,,,,,,,,,,,,,,,,,
769,3,Star Trek Red Alert,,,,,,,,,,,,,,,,,,,,,,,,,
770,5,Loot,,,,,,,,,,,,,,,,,,,,,,,,,
771,2,Kings and Castles,,,,,,,,,,,,,,,,,,,,,,,,,
772,5,Ausbrecher AG,,,,,,,,,,,,,,,,,,,,,,,,,
773,5,Beim Zeus!,,,,,,,,,,,,,,,,,,,,,,,,,
774,5,Buddel Bande,,,,,,,,,,,,,,,,,,,,,,,,,
775,5,Die Tafelrunde,,,,,,,,,,,,,,,,,,,,,,,,,
776,0,Remmi Demmi,,,,,,,,,,,,,,,,,,,,,,,,,
778,5,Auction America The Trivia Game for Any Collector,,,,,,,,,,,,,,,,,,,,,,,,,
780,5,Big Battle,,,,,,,,,,,,,,,,,,,,,,,,,
781,0,Tabloid Teasers,,,,,,,,,,,,,,,,,,,,,,,,,
782,5,Win,,,,,,,,,,,,,,,,,,,,,,,,,
783,5,Letter Head,,,,,,,,,,,,,,,,,,,,,,,,,
784,4,Discretion,,,,,,,,,,,,,,,,,,,,,,,,,
785,4,Dog Eat Dog,,,,,,,,,,,,,,,,,,,,,,,,,
786,4,Maxi Bour$e,,,,,,,,,,,,,,,,,,,,,,,,,
787,5,Palermo,,,,,,,,,,,,,,,,,,,,,,,,,
788,3,Tales of the Arabian Nights,,,,,,,,,,,,,,,,,,,,,,,,,
789,5,Focus,,,,,,,,,,,,,,,,,,,,,,,,,
790,5,Terra Turrium,,,,,,,,,,,,,,,,,,,,,,,,,
791,5,Löwendynastie,,,,,,,,,,,,,,,,,,,,,,,,,
792,5,Megiddo,,,,,,,,,,,,,,,,,,,,,,,,,
793,5,Yahtzee Deluxe Poker,,,,,,,,,,,,,,,,,,,,,,,,,
794,5,Foil,,,,,,,,,,,,,,,,,,,,,,,,,
795,3,Dragonlance,,,,,,,,,,,,,,,,,,,,,,,,,
796,4,Shanghai Trader,,,,,,,,,,,,,,,,,,,,,,,,,
797,5,Flucht aus Mangrovia,,,,,,,,,,,,,,,,,,,,,,,,,
798,2,Ace of Aces Handy Rotary Series,,,,,,,,,,,,,,,,,,,,,,,,,
799,3,The Hills Rise Wild!,,,,,,,,,,,,,,,,,,,,,,,,,
800,5,Camlyn's Destiny,,,,,,,,,,,,,,,,,,,,,,,,,
801,2,Four Battles of the Crimean War,,,,,,,,,,,,,,,,,,,,,,,,,
802,2,Taipei China Invades,,,,,,,,,,,,,,,,,,,,,,,,,
803,2,Dragonhunt,,,,,,,,,,,,,,,,,,,,,,,,,
804,3,ThunderRoad,,,,,,,,,,,,,,,,,,,,,,,,,
805,3,Buffy the Vampire Slayer The Game,,,,,,,,,,,,,,,,,,,,,,,,,
806,4,West Riding,,,,,,,,,,,,,,,,,,,,,,,,,
808,5,Pipeline,,,,,,,,,,,,,,,,,,,,,,,,,
810,5,Tantalus,,,,,,,,,,,,,,,,,,,,,,,,,
811,5,Rummikub,,,,,,,,,,,,,,,,,,,,,,,,,
813,5,Goosebumps Terror in the Graveyard Game,,,,,,,,,,,,,,,,,,,,,,,,,
814,5,Search,,,,,,,,,,,,,,,,,,,,,,,,,
815,0,Chrononauts,,,,,,,,,,,,,,,,,,,,,,,,,
816,4,2038 Tycoons of the Asteroid Belt,,,,,,,,,,,,,,,,,,,,,,,,,
819,0,Quacksalbe,,,,,,,,,,,,,,,,,,,,,,,,,
820,5,Axiom,,,,,,,,,,,,,,,,,,,,,,,,,
821,5,La Trel,,,,,,,,,,,,,,,,,,,,,,,,,
822,1,Carcassonne,,,,,,,,,,,,,,,,,,,,,,,,,
823,3,Lord of the Rings,,,,,,,,,,,,,,,,,,,,,,,,,
824,5,Hijara,,,,,,,,,,,,,,,,,,,,,,,,,
825,5,Screaming Eagles,,,,,,,,,,,,,,,,,,,,,,,,,
826,3,Cartagena The Escape,,,,,,,,,,,,,,,,,,,,,,,,,
827,4,Attila,,,,,,,,,,,,,,,,,,,,,,,,,
828,3,Wizards,,,,,,,,,,,,,,,,,,,,,,,,,
829,0,Battle of the Bands,,,,,,,,,,,,,,,,,,,,,,,,,
830,0,FIB-OR-NOT?,,,,,,,,,,,,,,,,,,,,,,,,,
831,5,Schrille Stille,,,,,,,,,,,,,,,,,,,,,,,,,
833,2,For the People,,,,,,,,,,,,,,,,,,,,,,,,,
834,0,Chronology The Game of All Time,,,,,,,,,,,,,,,,,,,,,,,,,
835,5,Election X,,,,,,,,,,,,,,,,,,,,,,,,,
836,4,New England Railways,,,,,,,,,,,,,,,,,,,,,,,,,
840,3,Corsairs,,,,,,,,,,,,,,,,,,,,,,,,,
841,0,Razzia,,,,,,,,,,,,,,,,,,,,,,,,,
843,5,Circus Minimus,,,,,,,,,,,,,,,,,,,,,,,,,
