objectid,name,yearpublished,sortindex,minplayers,maxplayers,minplaytime,maxplaytime,totalvotes,usersrated,category1,category2,category3,category4,category5,category6
9217,Saint Petersburg,2004,263,2,4,45,60,261,13725,Age of Reason, card, Economic,error,error,error
63628,The Manhattan Project,2012,264,2,5,120,120,132,8667,Aviation, Economic, Fighting, industry_manuf, Negotiation, War
243,Advanced Squad Leader Rule Book,1985,265,2,2,120,480,114,3342,War, War,error,error,error,error
71,Civilization,1980,266,2,7,360,360,106,6866,Ancient, Civilization, Economic, Negotiation,error,error
54625,Space Hulk (third edition),2009,267,2,2,60,60,114,6492,Fighting, Miniatures, Sci_Fi, War,error,error
124708,Mice and Mystics,2012,268,1,4,60,90,211,15199,Adventure, Exploration, Fantasy, Fighting, Miniatures,error
186751,Mythic Battles  Pantheon,2017,269,2,4,60,90,60,2206,Ancient, card, Dice, Fighting, Miniatures, Mythology
198773,Codenames  Pictures XXL,2016,270,2,8,15,15,111,14429,card, Deduction, Party Game, secret_agent,error,error
39683,At the Gates of Loyang,2009,271,1,4,60,120,352,8792,Economic, Farming,error,error,error,error
21348,Ticket to Ride  M\u00e4rklin,2006,272,2,5,30,60,97,8470,Trains, Transportation,error,error,error,error
90137,Blood Bowl  Team Manager \u2013 The Card Game,2011,273,2,4,90,90,203,9774,card, Fantasy, Fighting, Sports,error,error
144592,Bruxelles 1893,2013,274,2,5,50,125,100,4252,Economic,error,error,error,error,error
70323,King of Tokyo,2011,275,2,6,30,30,728,51889,Dice, Fighting, Adaptation, Sci_Fi,error,error
199042,Harry Potter  Hogwarts Battle,2016,276,2,4,30,60,137,8518,card, Fantasy, Adaptation, Adaptation,error,error
154809,Nippon,2015,277,2,4,60,120,64,3680,Economic, industry_manuf,error,error,error,error
234487,Altiplano,2017,278,2,5,60,120,105,5430,2017 Meeples Choice Nominee, 2018 Cardboard Republic Architect Laurel Nominee, 2018 International Gamers Award - General Strategy: Multi-player Nominee,error,error,error
286096,Tapestry,2019,279,1,5,90,120,197,6174,Civilization,error,error,error,error,error
172,\u0e1a\u0e49\u0e32\u0e19\u0e19\u0e35\u0e49\u0e02\u0e32\u0e22!,1997,280,3,6,30,30,285,21149,card, Economic,error,error,error,error
55670,Macao,2009,281,2,4,50,100,143,6623,Dice, War,error,error,error,error
204305,Sherlock Holmes Consulting Detective  Jack the Ripper & West End Adventures,2017,282,1,8,60,120,41,3106,Deduction, murder_mystery, Adaptation, Post-War, Puzzle, secret_agent
123123,BattleCON  Devastation of Indines,2013,283,1,5,45,45,69,2754,card, Fighting,error,error,error,error
256226,Azul  Stained glass of Sintra \/ Les vitraux de Sintra,2018,284,2,4,30,45,47,5822,strategy,error,error,error,error,error
66188,Fresco,2010,285,2,4,60,60,181,11095,Renaissance,error,error,error,error,error
15987,Arkham Horror,2005,286,1,8,120,240,1021,35270,Adventure, Fantasy, Fighting, Horror, Adaptation,error
192458,51st State  Master Set,2016,287,1,4,60,90,90,4115,card, City Building, Economic, Sci_Fi,error,error
166669,San Juan (Second Edition),2014,288,2,4,45,60,69,4915,card, City Building, Economic,error,error,error
40354,Maria,2009,289,2,3,210,210,103,2544,Age of Reason, Bluffing, Negotiation, Political, War,error
219513,Berenpark,2017,290,2,4,30,45,91,8803,Animals, Puzzle,error,error,error,error
96913,Lancaster,2011,291,2,5,60,60,189,6281,Medieval,error,error,error,error,error
79828,A Few Acres of Snow,2011,292,2,2,60,120,87,7070,Age of Reason, War, card, Territory Building, War,error
232405,Western Legends,2018,293,2,6,60,90,116,4182,American West,error,error,error,error,error
105134,Risk Legacy,2011,294,3,5,60,60,122,7033,Sci_Fi, War,error,error,error,error
246784,Cryptid,2018,295,3,5,30,50,89,4745,Deduction,error,error,error,error,error
257501,KeyForge  Call of the Archons,2018,296,2,2,15,45,85,7499,card, Fantasy, Fighting,error,error,error
195539,The Godfather  Corleone's Empire,2017,297,2,5,60,90,82,4771,Economic, Mafia, Adaptation,error,error,error
66362,Glen More,2010,298,2,5,45,70,181,8291,City Building, Economic, Farming,error,error,error
176396,Quadropolis,2016,299,2,4,30,60,113,9664,City Building, Environmental,error,error,error,error
100901,Flash Point  Fire Rescue,2011,300,2,6,45,45,252,19181,Adventure,error,error,error,error,error
256960,Pax Pamir (Second Edition),2019,301,1,5,45,120,90,1711,Economic, Educational, Negotiation, Political, Post-War, secret_agent
151347,Millennium Blades,2016,302,2,5,80,120,69,3446,card, Real-time,error,error,error,error
50,Lost Cities,1999,303,2,2,30,30,309,33695,card, Exploration,error,error,error,error
194594,Dice Forge,2017,304,2,4,45,45,146,11029,Ancient, Dice, Fantasy, Mythology,error,error
25417,BattleLore,2006,305,2,2,60,60,150,8988,Fantasy, Medieval, Miniatures, War,error,error
18833,Lord of the Rings  The Confrontation (Deluxe Edition),2005,306,2,2,30,30,71,5343,Adventure, Bluffing, Deduction, Fantasy, Adaptation, Adaptation
138161,Firefly  The Game,2013,307,1,4,120,240,195,9686,Adaptation, Sci_Fi, Space Exploration, Travel,error,error
63888,Innovation,2010,308,2,4,45,60,413,13562,card, Civilization,error,error,error,error
224783,Vindication,2018,309,2,5,45,150,59,2737,Fantasy,error,error,error,error,error
27162,Kingsburg,2007,310,2,5,90,90,284,17690,City Building, Dice, Fantasy, Medieval,error,error
128996,1775  Rebellion,2013,311,2,4,60,120,102,3384,Age of Reason, War, American Revolutionary War, Educational, War,error
165722,KLASK,2014,312,2,2,10,10,38,3936,Dexterity, Real-time,error,error,error,error
11170,Heroscape Master Set  Rise of the Valkyrie,2004,313,2,4,90,90,105,7556,Adventure, Fantasy, Fighting, Miniatures, Sci_Fi,error
5404,Amun-Re,2003,314,3,5,90,90,243,8266,Ancient, Economic,error,error,error,error
157969,Sheriff of Nottingham,2014,315,3,5,60,60,231,26135,Bluffing, card, Humor, Medieval, Negotiation, Adaptation
250458,G\u00f9g\u014dng,2018,316,1,5,60,90,131,4475,Civilization, Medieval, Travel,error,error,error
150658,Pandemic  The Cure,2014,317,2,5,30,30,120,8460,Dice, Environmental, Medical,error,error,error
246192,Gizmos,2018,318,2,4,40,50,76,5075,card, Sci_Fi,error,error,error,error
137408,Amerigo,2013,319,2,4,90,90,91,5113,War, Renaissance,error,error,error,error
146791,Shadows of Brimstone  City of the Ancients,2014,320,1,4,120,120,82,3110,Adventure, American West, Exploration, Fantasy, Fighting, Horror
242302,Space Base,2018,321,2,5,60,60,78,5011,Dice, Sci_Fi, Space Exploration,error,error,error
111341,The Great Zimbabwe,2012,322,2,5,90,150,76,2851,Civilization, Economic, industry_manuf, Transportation,error,error
712,Blood Bowl (Third Edition),1994,323,2,2,180,180,38,5061,Fantasy, Fighting, Miniatures, Sports,error,error
128671,Spartacus  A Game of Blood & Treachery,2012,324,3,4,120,180,116,6557,Ancient, Fighting, Miniatures, Adaptation, Negotiation,error
229220,Santa Maria,2017,325,1,4,45,90,96,4100,Civilization, Farming,error,error,error,error
209418,Dominion (Second Edition),2016,326,2,4,30,30,46,2515,card, Medieval,error,error,error,error
161614,Stockpile,2015,327,2,5,45,45,60,4565,Economic,error,error,error,error,error
17226,Descent  Journeys in the Dark,2005,328,2,5,120,240,270,11055,Adventure, Exploration, Fantasy, Fighting, Miniatures,error
136063,\u05d4\u05de\u05d3\u05d1\u05e8 \u05d4\u05e0\u05e2\u05dc\u05dd,2013,329,2,5,45,45,177,22710,Adventure, Fantasy, Sci_Fi,error,error,error
83330,Mansions of Madness,2011,330,2,5,120,180,236,12265,Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures
65781,London,2010,331,2,4,90,90,151,6079,City Building, Economic,error,error,error,error
95527,Madeira,2013,332,2,4,60,150,81,3511,Dice, Economic, Farming, War,error,error
215341,Thunderstone Quest,2018,333,2,4,60,90,51,2389,card, Fantasy,error,error,error,error
875,Roads & Boats,1999,334,1,4,240,240,65,2886,City Building, Civilization, Economic, industry_manuf, Transportation,error
177639,Raptor,2015,335,2,2,25,25,56,6550,Animals, Fighting, Sci_Fi,error,error,error
34219,Scripts and Scribes,2007,336,2,4,30,30,299,13766,card, Medieval, Religious,error,error,error
187617,Nemo's War (Second Edition),2017,337,1,4,60,120,77,2226,Adventure, Exploration, War, Adaptation, Sci_Fi, Travel
102652,Sentinels of the Multiverse,2011,338,2,5,30,60,306,13867,card, Adaptation, Fighting,error,error,error
192153,Pandemic  Reign of Cthulhu,2016,339,2,4,40,40,69,6623,Horror, Mythology, Adaptation,error,error,error
162082,Deus,2014,340,2,4,60,90,133,6611,Civilization, Mythology,error,error,error,error
58421,Egizia,2009,341,2,4,90,90,126,4916,Ancient, Farming,error,error,error,error
170771,Sword & Sorcery  Immortal Souls,2017,342,1,5,60,90,73,2784,Adventure, Fantasy, Fighting, Miniatures,error,error
183562,Star Wars  X-Wing Miniatures Game \u2013 The Force Awakens Core Set,2015,343,2,2,30,45,16,2575,Aviation, Collectible, Miniatures, Adaptation, Sci_Fi, War
98778,Hanabi Deluxe,2010,344,2,5,25,25,414,34503,card, Deduction, Memory,error,error,error
62222,Commands & Colors  Napoleonics,2010,345,2,2,90,90,39,2360,War, War,error,error,error,error
36553,Time's Up! Title Recall!,2008,346,4,18,60,60,33,2869,Humor, Adaptation, Party Game,error,error,error
105551,Archipelago,2012,347,2,5,30,240,145,6822,Civilization, Economic, Exploration, War, Negotiation, Renaissance
155987,Abyss,2014,348,2,4,30,60,129,8400,card, Fantasy, Mythology, Sci_Fi,error,error
62227,Labyrinth  The War on Terror,2010,349,1,2,180,180,103,3972,War, Political, War,error,error,error
184921,Bunny Kingdom,2017,350,2,4,40,60,101,5502,Animals, Medieval, Territory Building,error,error,error
158899,Colt Express,2014,351,2,6,30,40,300,20958,American West, Fighting, Trains,error,error,error
97786,Small World Underground,2011,352,2,5,30,90,69,9078,Fantasy, Fighting, Territory Building,error,error,error
13,The Settlers of Catan,1995,353,3,4,60,120,1409,90730,Negotiation,error,error,error,error,error
171668,The Grizzled,2015,354,2,5,30,30,142,10785,card, War,error,error,error,error
150,PitchCar,1995,355,2,8,30,30,110,9017,Dexterity, Childrens Game, Party Game, Racing, Sports,error
206941,First Class  All Aboard the Orient Express!,2016,356,2,4,40,80,53,4221,card, Trains,error,error,error,error
133848,Euphoria  Build a Better Dystopia,2013,357,2,6,60,60,141,8454,Sci_Fi,error,error,error,error,error
119506,Freedom  The Underground Railroad,2012,358,1,4,60,120,79,3497,American War, Economic, Educational, Political,error,error
147949,One Night Ultimate Werewolf,2014,359,3,10,10,10,213,18677,Bluffing, card, Deduction, Horror, Party Game,error
127398,Legends of Andor,2012,360,2,4,60,90,253,12839,Adventure, Fantasy, Fighting, Puzzle,error,error
43570,Friday,2011,361,1,1,25,25,259,14299,Adventure, card, Fighting, Adaptation, Pirates,error
133038,Pathfinder Adventure Card Game  Rise of the Runelords \u2013 Base Set,2013,362,1,4,90,90,242,11541,Adventure, card, Fantasy, Fighting,error,error
47,Chinatown,1999,363,3,5,60,60,130,7530,City Building, Economic, Negotiation,error,error,error
90419,Airlines Europe,2011,364,2,5,75,75,148,6515,Aviation, Economic,error,error,error,error
42052,Vinhos,2010,365,2,4,60,135,101,4245,Economic, Farming, industry_manuf,error,error,error
218603,Photosynthesis,2017,366,2,4,30,60,176,12851,strategy, Environmental,error,error,error,error
125618,Libertalia,2012,367,2,6,40,60,199,11502,card, Pirates,error,error,error,error
128271,Ginkgopolis,2012,368,1,5,45,45,146,4586,City Building, Environmental, Sci_Fi, Territory Building,error,error
15062,Shadows over Camelot,2005,369,3,7,60,80,280,24281,Adventure, Bluffing, Deduction, Fantasy, Medieval, Mythology
156546,Monikers,2015,370,4,20,60,60,16,2827,card, Humor, Adult, Party Game, Print & Play,error
478,Citadels Classic,2000,371,2,8,20,60,1031,45367,Bluffing, card, City Building, Deduction, Fantasy, Medieval
194607,Mystic Vale,2016,372,2,4,45,45,72,7467,card, Fantasy,error,error,error,error
92415,Skull & Roses Red,2011,373,3,6,45,45,143,11517,Bluffing, card, Party Game,error,error,error
31999,TZAAR,2007,374,2,2,30,60,32,2913,strategy,error,error,error,error,error
73171,Earth Reborn,2010,375,2,4,180,180,87,3128,Adventure, Bluffing, Fighting, Miniatures, Sci_Fi, secret_agent
34119,Tales of the Arabian Nights,2009,376,1,6,120,120,252,10974,Adventure, Arabian, Book, Exploration, Fantasy, Travel
244711,Newton,2018,377,1,4,90,90,72,3111,Age of Reason, Travel,error,error,error,error
475,Taj Mahal,2000,378,3,5,75,100,136,6827,Bluffing, Political,error,error,error,error
241451,Aeon's End  Legacy,2019,379,1,4,45,90,44,1612,card, Fantasy, Sci_Fi,error,error,error
27173,Vikings,2007,380,2,4,60,60,209,7650,Economic, Medieval, War, Territory Building,error,error
193042,Junk Art  \u03b7 \u03a4\u03ad\u03c7\u03bd\u03b7 \u03c4\u03b7\u03c2 \u0399\u03c3\u03bf\u03c1\u03c1\u03bf\u03c0\u03af\u03b1\u03c2,2016,381,2,6,30,30,34,4321,Dexterity, Party Game,error,error,error,error
163968,Elysium,2015,382,2,4,60,60,144,7784,Ancient, card, Mythology,error,error,error
191862,Imhotep,2016,383,2,4,40,40,133,9736,Ancient,error,error,error,error,error
372,Schotten Totten,1999,384,2,2,20,20,61,6388,card, Deduction,error,error,error,error
3685,Hammer of the Scots,2002,385,2,2,120,180,43,3693,Medieval, War,error,error,error,error
215311,Downforce,2017,386,2,6,20,40,81,5047,Racing,error,error,error,error,error
9674,Mensa Connections,2004,387,1,4,45,45,302,14856,strategy,error,error,error,error,error
20437,Lords of Vegas,2010,388,2,4,60,90,85,5965,City Building, Dice, Economic,error,error,error
192836,The Colonists,2016,389,1,4,30,360,110,2863,Civilization,error,error,error,error,error
221965,The Fox in the Forest,2017,390,2,2,30,30,39,5868,Animals, card, Fantasy,error,error,error
205359,Star Wars  Destiny,2016,391,2,2,30,30,27,4015,card, Collectible, Dice, Fighting, Adaptation, Sci_Fi
169255,A Game of Thrones  The Card Game (Second Edition),2015,392,2,4,60,120,58,3754,card, Collectible, Fantasy, Fighting, Medieval, Negotiation
21790,Thurn and Taxis,2006,393,2,4,60,60,283,17117,Renaissance, Transportation,error,error,error,error
160010,Conan,2016,394,2,5,90,90,65,3520,Adventure, Fantasy, Fighting, Miniatures, Adaptation,error
141572,Paperback,2014,395,2,5,45,45,100,7937,card, Print & Play, Word Game,error,error,error
276025,Maracaibo,2019,396,1,4,60,150,74,1572,Economic, Exploration,error,error,error,error
22827,StarCraft  The Board Game,2007,397,2,6,180,240,204,6825,Civilization, Fighting, Miniatures, Sci_Fi, Space Exploration, Territory Building
6472,A Game of Thrones,2003,398,3,5,180,180,200,9930,Bluffing, Fantasy, Negotiation, Adaptation, Political, War
18,RoboRally,1994,399,2,8,45,120,268,21669,Maze, Miniatures, Racing, Sci_Fi,error,error
97842,Last Will,2011,400,2,5,45,75,100,8426,card, Economic, Humor,error,error,error
155703,Evolution,2014,401,2,6,60,60,175,11881,Animals, card, Educational, Environmental, Fighting, Prehistoric
39351,Automobile,2009,402,3,5,120,120,137,5219,Economic, industry_manuf,error,error,error,error
140603,Francis Drake,2013,403,3,5,90,120,89,4188,Bluffing, Exploration, War, Pirates, Renaissance,error
15363,Nexus Ops,2005,404,2,4,90,90,174,8239,Exploration, Fighting, Sci_Fi, War,error,error
257499,Arkham Horror (Third Edition),2018,405,1,6,120,180,100,2951,Adventure, Fighting, Horror, Adaptation,error,error
39938,Carson City,2009,406,2,5,90,90,135,6514,American West, City Building, Economic,error,error,error
27746,Colosseum,2007,407,3,5,60,90,121,8160,Ancient, Negotiation,error,error,error,error
260428,Pandemic  Fall of Rome,2018,408,1,5,45,60,46,2491,Ancient,error,error,error,error,error
265736,Tiny Towns,2019,409,1,6,45,60,99,4606,strategy, City Building,error,error,error,error
31730,Wabash Cannonball,2007,410,2,6,60,60,202,7064,Economic, Post-War, Trains, Transportation,error,error
2346,DVONN,2001,411,2,2,30,30,37,4201,strategy,error,error,error,error,error
133473,\u05e1\u05d5\u05e9\u05d9 Go!,2013,412,2,5,15,15,277,29262,card,error,error,error,error,error
180974,Potion Explosion,2015,413,2,4,30,45,135,10338,Fantasy, Puzzle,error,error,error,error
232043,Queendomino XL,2017,414,2,4,25,25,64,6156,City Building, Fantasy, Medieval, Territory Building,error,error
181530,Runebound (Third Edition),2015,415,2,4,120,180,136,4163,Adventure, Exploration, Fantasy,error,error,error
119432,Snowdonia,2012,416,1,5,30,90,104,4150,Trains,error,error,error,error,error
209778,Magic Maze,2017,417,1,8,15,15,225,12583,Exploration, Fantasy, Maze, Real-time,error,error
144189,Fire in the Lake,2014,418,1,4,180,180,62,1899,War, Political, War, War,error,error
144797,Argent  The Consortium,2015,419,2,5,60,150,64,2668,Fantasy, Political,error,error,error,error
17405,1846  The Race for the Midwest,2005,420,3,5,240,240,48,1806,Economic, Trains,error,error,error,error
236191,London (Second Edition),2017,421,2,4,60,90,55,2735,card, City Building,error,error,error,error
151022,Baseball Highlights  2045,2015,422,1,4,45,45,70,3205,card, Sci_Fi, Sports,error,error,error
11,Bohnanza  Fan Edition,1997,423,2,7,45,45,538,35436,card, Farming, Negotiation,error,error,error
159508,AquaSphere,2014,424,2,4,100,100,97,5931,War, Sci_Fi,error,error,error,error
12942,No Thanks!,2004,425,3,7,20,20,223,18582,card,error,error,error,error,error
